,company,description,est_salary,exp_lvl,link,location,post_time,real_salary_lower,real_salary_upper,title
86,Optiver,Data Scientists and Quantitative Researchers. Optiver is looking for Data Scientists and Quantitative Researchers to join our Chicago Office....,160000.0,entry_level,http://www.indeed.com/rc/clk?jk=dfa37ba3b0f7904e&fccid=8ef4fa42d160b676,"Chicago, IL",27 days ago,,,Data Scientists and Quantitative Researchers
87,Los Alamos National Laboratory,"The division is comprised of scientists focused on impactful research and development in fundamental computer science, computational physics, algorithms, high...",160000.0,entry_level,http://www.indeed.com/rc/clk?jk=1693e8e3f4dc865b&fccid=58c52d580682c6ce,"Los Alamos, NM",30+ days ago,121500.0,210800.0,Group Leader (R&D Manager 4)
88,MONSANTO,Develop the vision and strategy for the data platform and model ecosystems to help support data scientists across the company....,160000.0,entry_level,http://www.indeed.com/rc/clk?jk=f4930b8bd7a23fb2&fccid=3529500887e40d15,"St. Louis, MO",30+ days ago,,,Data Science Technical Product Manager
89,Amazon Corporate LLC,Work with data engineers and data scientists to grow the best in class data processing and analytics platform on the planet....,160000.0,entry_level,http://www.indeed.com/rc/clk?jk=2a947ec1c39cae3a&fccid=fe2d21eef233e94a,"Detroit, MI",30+ days ago,,,"Manager, Software Development"
90,Workbridge Associates,The Senior Data Engineer will be working alongside a team of highly skilled Data Scientists and Infrastructure Engineers to build out the data science...,160000.0,senior_level,http://www.indeed.com/rc/clk?jk=3d4fdcb6760c53d9&fccid=a6920e0a635e5c4e,"San Francisco, CA",Just posted,145000.0,175000.0,Senior Data Engineer - Recommendation Platform
91,7Park Data,"We are looking for a Senior Data Scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to...",160000.0,senior_level,http://www.indeed.com/rc/clk?jk=d0bedd223942db9a&fccid=30483f79c3e7ba64,"New York, NY",1 day ago,,,Senior Data Scientist
92,UCB,"Data, data infrastructure and integration Improving UCBs forecasting processes. Help design, then lead or manage advanced analytics projects done by advanced...",160000.0,senior_level,http://www.indeed.com/rc/clk?jk=00b6a44d7f426b8e&fccid=2bc352ed2fb98aa7,"Atlanta, GA",3 days ago,,,Head of Commercial Data and Analytics
93,GSN Games,"Build, lead, educate, and inspire a global team of analysts, data scientists, and data engineers. Ability to manipulate petabyte-scale data using distributed...",160000.0,senior_level,http://www.indeed.com/rc/clk?jk=dbde730b85c00942&fccid=ac5a149672c641e5,"San Francisco, CA",13 days ago,,,SVP Analytics/VP Analytics
94,Brain hunter Systems ltd,Chief Data Scientist – Insurance Analytics (Principal Architect)*. Identify informative internal & external data sources & establish methods to incorporate into...,160000.0,senior_level,http://www.indeed.com/cmp/Brain-hunter-Systems-ltd/jobs/Chief-Data-Scientist-Insurance-Analytic-dcd88a2917d970f6?r=1&fccid=a19c10771bdbf82f,"Edison, NJ",17 days ago,,,Chief Data Scientist – Insurance Analytics (Principal Architect)
95,Reperio Inc.,"Phd, ms, physics, computer engineering, computer science, statistics, analytics, mit, massachusetts institute of technology, carnegie mellon, dartmouth,...",160000.0,senior_level,http://www.indeed.com/rc/clk?jk=d68e2427a1e5b13e&fccid=0859df354dd6e9fd,"New York, NY 10285 (Battery Park area)",16 days ago,,,"CTO / Chief Scientist / VP, Software Engineering"
96,"Amazon Services, LLC","The position will lead a team of highly capable marketing managers, product managers and data scientists as we rebuild and expand Amazon's Paid Search...",160000.0,senior_level,http://www.indeed.com/rc/clk?jk=9c37ef283aa6816a&fccid=fe2d21eef233e94a,"Seattle, WA",20 days ago,,,"Sr. Product Manager, Technical"
97,Jobspring Partners,The software uses machine learning to mine data that detects patterns of fraud early on in the process....,160000.0,senior_level,http://www.indeed.com/rc/clk?jk=16fa03c7da30606f&fccid=4a2d2fbadf14d480,"San Francisco, CA",16 days ago,150000.0,180000.0,Senior Java Engineer - Machine learning software
98,NBA,Deep bench and experience in leading data scientists and modelers. Experience running data intelligence practice of analytics and data science specialists....,160000.0,senior_level,http://www.indeed.com/rc/clk?jk=95d2ca6db8e5c267&fccid=7623d3879fa9542a,"New York, NY",27 days ago,,,"Senior Director, Data Intelligence"
99,Jobspring Partners,The software uses machine learning to mine data that detects patterns of fraud early on in the process....,160000.0,senior_level,http://www.indeed.com/rc/clk?jk=eb6f6646bb9b2d0c&fccid=4a2d2fbadf14d480,"San Francisco, CA",29 days ago,140000.0,180000.0,Senior Java Server Engineer - Machine learning
100,Novartis Pharmaceuticals,"Ensure full integration of Statistical Methodology, make sure that the Clinical Data Analytics team (biometrician, data management, database programming,...",160000.0,senior_level,http://www.indeed.com/rc/clk?jk=73c80b55d91b28c6&fccid=c35194d01a9e2595,"East Hanover, NJ 07936",30+ days ago,,,Associate Director Statistical Scientist
101,SoCal Search Group,"Existing knowledge of BAC/CFC mortgage data (The W, Pysix, Lynx) and credit card data (Bacardi, SBIL). Experience with very large data sets....",160000.0,senior_level,http://www.indeed.com/company/SoCal-Search-Group/jobs/Senior-Quantitative-Financial-Analyst-be05e33c5a7ee051?r=1&fccid=b4f271ebe740698b,"Westlake Village, CA",30+ days ago,160000.0,,Sr Quantitative Financial Analyst\
102,Jobspring Partners,"A fast growing IoT Security company is looking for a Data Scientist and is willing to pay up to $180,000. There will be many roles filled over the next few...",160000.0,senior_level,http://www.indeed.com/rc/clk?jk=a9217d60353fa79c&fccid=4a2d2fbadf14d480,"San Jose, CA 95113 (Downtown area)",30+ days ago,150000.0,180000.0,Senior Architect
103,"Janssen Scientific Affairs, LLC",The strategy will aim to sustain Medical Affairs leadership in this therapeutic area by identifying and addressing key stakeholders’ needs through data...,160000.0,senior_level,http://www.indeed.com/rc/clk?jk=482ad562d7378d7b&fccid=fe6e242539d3a5f3,"Horsham, PA",30+ days ago,,,STRATEGIC LEAD DERMATOLOGY TAS
104,Smith Arnold Partners,"Evaluates data landscapes (silos), recommends data domain frameworks (lakes), applies advanced programming techniques to perform in depth discovery, i.e.,...",160000.0,senior_level,http://www.indeed.com/rc/clk?jk=8ee6736dced281bf&fccid=d636fa6071fa7b2f,"Saddle River, NJ",30+ days ago,150000.0,170000.0,"Sr. Data Scientist - BI, Analytics, Big Data"
105,UCB S.A.,"Data, data infrastructure and integration Improving UCBs forecasting processes. Help design, then lead or manage advanced analytics projects done by advanced...",160000.0,senior_level,http://www.indeed.com/rc/clk?jk=17b490df3b75bd8c&fccid=1596a0c8a847b9dc,"Atlanta, GA",30+ days ago,,,Head of Commercial Data and Analytics
106,Los Alamos National Laboratory,"Research, assemble, and/or evaluate information or data regarding industry practices or applicable regulatory changes affecting technology transfer policies or...",160000.0,senior_level,http://www.indeed.com/rc/clk?jk=0bdb33ad7138eef5&fccid=58c52d580682c6ce,"Los Alamos, NM",30+ days ago,121500.0,210800.0,Strategic Sponsored Work Program (Program Manager 4)
107,GroupM,GroupM Data & Analytics. Previously built platforms for use of analysts and data scientist as well as traditional BI applications....,160000.0,senior_level,http://www.indeed.com/rc/clk?jk=73873e1339ca53cb&fccid=feb484a8aef310be,"New York, NY",30+ days ago,,,Big Data Architect - Director - DAP
108,Federal Reserve Bank of New York,"Department Head (AVP/VP), Applied Data Strategy - Data & Statistics- Research & Statistics. Lead a team of project managers, business analysts, applied data...",160000.0,senior_level,http://www.indeed.com/rc/clk?jk=09c121e60c5f073c&fccid=2c6850e24c8a2811,"New York, NY",30+ days ago,,,"Department Head (AVP/VP), Applied Data Strategy - Data & Statistics- Research & Statistics"
109,Goldman Sachs,"We are Computer Scientists, Data Modelers and Financial Engineers who design and implement risk-based surveillances models....",150000.0,mid_level,http://www.indeed.com/rc/clk?jk=84506591c6ba1562&fccid=16a97ed26c75bf2d,"New York, NY",Today,,,Global Compliance - Surveillance Analytics Group - Big Data Engineer - Associate
110,Jobspring Partners,Senior Data Scientist Job Description. Looking for a Senior Data Scientist willing to pay up to $150K. Experience with data analytics....,150000.0,mid_level,http://www.indeed.com/cmp/Jobspring-Partners/jobs/Senior-Data-Scientist-747c33156995d617?r=1&fccid=4a2d2fbadf14d480,"Boston, MA 02116 (South End area)",1 day ago,150000.0,,Senior Data Scientist
111,Pocket Gems,"Mentor a team of analysts, data scientists, and data engineers; We think that our analysts, data scientists, and analytics engineers are working on several...",150000.0,mid_level,http://www.indeed.com/rc/clk?jk=9b0266c74d27609a&fccid=687134d04f99a767,"San Francisco, CA 94104 (Financial District area)",1 day ago,,,Director of Analytics
112,BlackRock,"BlackRock - Risk and Quantitative Analysis – Analyst/Associate - 162360 BlackRock is a leader in investment management, risk management and advisory",150000.0,mid_level,http://www.indeed.com/rc/clk?jk=798ace7e669f31a4&fccid=58c732f14833248a,"San Francisco, CA",2 days ago,,,BlackRock - Risk and Quantitative Analysis – Analyst/Associate
113,Tier1 IT,"You will be working hand in hand with our principle Hadoop architect and top-notch Hadoop developers, data scientists and data engineers to build and run the...",150000.0,mid_level,http://www.indeed.com/rc/clk?jk=3225873fa912f751&fccid=7e2706b5178ce5db,New York State,5 days ago,,,Hadoop Architect/Developer
114,Prime Team Partners,4813 Data Scientist*. The team is open to hiring Data Scientists with the following credentials:. Prime Team Partners is currently partnering with client in the...,150000.0,mid_level,http://www.indeed.com/cmp/Prime-Team-Partners/jobs/Data-Scientist-d97b084fd36bde98?r=1&fccid=9357dc624148add4,"Seattle, WA 98119 (Queen Anne area)",11 days ago,150000.0,,Data Scientist
115,QS Investors,"QS Investors, LLC is an investment firm providing asset management and advisory services to a diverse array of institutional and retail clients. Formed in",150000.0,mid_level,http://www.indeed.com/rc/clk?jk=de65d64fb4a04340&fccid=5fcfdeff57c27e35,"New York, NY 10022 (Midtown area)",13 days ago,,,Quantitative Analyst
116,Workbridge Associates,They are looking to hire a Principal Data Scientist for their Data Science team that is building machine-learning algorithms to help provide data and insights...,150000.0,mid_level,http://www.indeed.com/rc/clk?jk=e0bdd99c66c080e0&fccid=a6920e0a635e5c4e,"Santa Clara, CA",9 days ago,120000.0,180000.0,Principal Data Scientist
117,Civis Analytics,"Survey data, consumer data, public data, and client data. Leading agile technical delivery of data pipelines and core data assets....",150000.0,mid_level,http://www.indeed.com/rc/clk?jk=f9ed716542510a0b&fccid=85806092f576a90e,"Chicago, IL",7 days ago,,,Lead Data Engineer
118,Amazon Corporate LLC,"You should enjoy working closely with your peers in a group of very smart and talented engineers, research scientists, economists, product managers, and data...",150000.0,mid_level,http://www.indeed.com/rc/clk?jk=bbb8b6d667be9b85&fccid=fe2d21eef233e94a,"Seattle, WA",8 days ago,,,Principal Product Manager
119,Elementum,"This includes converting unstructured data to structured data, feature selection, dimensionality reduction, algorithm development, cross-validation, and...",150000.0,mid_level,http://www.indeed.com/rc/clk?jk=6e5267dd73c5da0a&fccid=fc1a4209e7a83114,"Mountain View, CA",13 days ago,,,Senior Software Engineer - Machine Learning
120,Amazon Corporate LLC,Solid communication and data presentation skills. Amazon has the world’s richest collection of e-commerce data:....,150000.0,mid_level,http://www.indeed.com/rc/clk?jk=f1bc4fd61a788d4b&fccid=fe2d21eef233e94a,"New York, NY",20 days ago,,,Principal Forecasting Research Scientist
121,Walmart eCommerce,Staff Data Scientists are responsible for building large data sets from multiple sources in order to build algorithms for predicting future data characteristics...,150000.0,mid_level,http://www.indeed.com/rc/clk?jk=11a7928d3b83bff1&fccid=8c49e99f20f89e48,"San Bruno, CA 94066",18 days ago,,,Staff Data Scientist
122,OnDeck,"You have exceptional communication skills across stakeholders, technologists, data scientists, senior management, and third party partners....",150000.0,mid_level,http://www.indeed.com/rc/clk?jk=8cb6e0e88a604b18&fccid=48638adc95945cc6,"New York, NY",14 days ago,,,Senior Product Manager - Partnerships
123,Intuit,"We are a team of 100+ data engineers, product managers, and data scientists, who work collaboratively with the business teams to uncover the actionable business...",150000.0,mid_level,http://www.indeed.com/rc/clk?jk=d0155a00711031b6&fccid=9784ae78e9834539,"Mountain View, CA 94039",16 days ago,,,Senior Product Manager - Big Data
124,Goldman Sachs,You will help design data architecture to enhance existing pipelines as well as build feeds for new data sources....,150000.0,mid_level,http://www.indeed.com/rc/clk?jk=2243932497f6372a&fccid=16a97ed26c75bf2d,"New York, NY",16 days ago,,,GS Bank - Digital Consumer Lending - Business Analytics - Data Analysis - Analyst/Associate - New York
125,Alignable,"Full-stack experience, visualizing and displaying data is a plus. You’ll make a significant impact in your first month by helping us turn the richest data-set...",150000.0,mid_level,http://www.indeed.com/rc/clk?jk=d431abe30d931fca&fccid=31997166fc55202f,"Boston, MA 02114 (Back Bay-Beacon Hill area)",14 days ago,,,Software Architect: Big Data & Machine Learning
126,Apple,"You are a leader with track record of attracting, retaining, and growing highly skilled data engineers and data scientists to create a self-organized and highly...",150000.0,mid_level,http://www.indeed.com/rc/clk?jk=853ca032392bd3ee&fccid=c1099851e9794854,"Santa Clara Valley, CA",27 days ago,,,Data Engineering Manager
