,company,description,est_salary,link,location,post_time,real_salary_lower,real_salary_upper,title
87,Workbridge Associates,"Experience with Python, R, Machine Learning with a Data Scientist background. Hands on experience with Big Data Tools(Spark) and latest technologies....",160000.0,http://www.indeed.com/rc/clk?jk=5784583aa16c203f&fccid=a6920e0a635e5c4e,"New York, NY",6 days ago,145000.0,185000.0,Director of Data Science - Remote Role
88,JBCconnect,JBCconnect is seeking multiple Data Scientists to join a global technology company. Feed data into your latest ensemble model aimed at maximizing the return on...,160000.0,http://www.indeed.com/rc/clk?jk=cdecbf357bad6236&fccid=adf78dadef76834e,"Morrisville, NC",11 days ago,160000.0,,Senior Data Scientist - Machine Learning
89,Jobspring Partners,"A well-known established company is looking for a Data Scientist and is willing to pay up to $170,000. You will be part of the growth team, and will have...",160000.0,http://www.indeed.com/rc/clk?jk=7c28908721dceeb4&fccid=4a2d2fbadf14d480,"San Jose, CA 95113 (Downtown area)",8 days ago,150000.0,170000.0,Data Scientist
90,GSN Games,"Build, lead, educate, and inspire a global team of analysts, data scientists, and data engineers. Ability to manipulate petabyte-scale data using distributed...",160000.0,http://www.indeed.com/rc/clk?jk=dbde730b85c00942&fccid=ac5a149672c641e5,"San Francisco, CA",11 days ago,,,SVP Analytics/VP Analytics
91,Workbridge Associates,A leading technology company is looking for Data Scientists to join their Engineering team to help transform data into insights....,160000.0,http://www.indeed.com/rc/clk?jk=29cae43d91ffde56&fccid=a6920e0a635e5c4e,"San Francisco, CA",7 days ago,150000.0,180000.0,Lead Data Scientist (Life Sciences)
92,Jobspring Partners,"As a Data Engineer, you will act as the bridge from machine learning/data science to data engineering. 3+ years’ experience with Big Data technologies like...",160000.0,http://www.indeed.com/rc/clk?jk=1346186db49ee6ec&fccid=4a2d2fbadf14d480,"San Francisco, CA",8 days ago,150000.0,180000.0,Machine Learning/Data Engineer
93,JPMorgan Chase - Asset Management,"Professional experience as a data scientist, quantitative analyst, software engineering, etc. Big Data solutions development....",160000.0,http://www.indeed.com/rc/clk?jk=e3f25a069b9bd61e&fccid=c46d0116f6e69eae,"New York, NY",11 days ago,,,Asset Management | Global Wealth Management Marketing| Data Engineer | Assoc/VP
94,Workbridge Associates,A leading San Francisco consumer web and personalized shopping company is looking to add a Data Scientist to their Human Computation team....,160000.0,http://www.indeed.com/rc/clk?jk=d3c6c514d961c30d&fccid=a6920e0a635e5c4e,"San Francisco, CA",8 days ago,140000.0,180000.0,Data Science (Human Computation)
95,Brain hunter Systems ltd,Chief Data Scientist – Insurance Analytics (Principal Architect)*. Identify informative internal & external data sources & establish methods to incorporate into...,160000.0,http://www.indeed.com/cmp/Brain-hunter-Systems-ltd/jobs/Chief-Data-Scientist-Insurance-Analytic-dcd88a2917d970f6?r=1&fccid=a19c10771bdbf82f,"Edison, NJ",15 days ago,,,Chief Data Scientist – Insurance Analytics (Principal Architect)
96,Poshmark,"Hands on experience working with Big data ideally clickstream data in high data volume sectors such as ecommerce, gaming, social network etc....",160000.0,http://www.indeed.com/rc/clk?jk=751ea9fb079ed3d5&fccid=0f4f2d112db7d324,"Redwood City, CA",15 days ago,,,Data Science & Analytics Manager
97,Poshmark,"Hands on experience working with Big data, ideally clickstream data in high data volume sectors such as ecommerce, gaming, social network etc....",160000.0,http://www.indeed.com/rc/clk?jk=92e28bab264da327&fccid=0f4f2d112db7d324,"Redwood City, CA",15 days ago,,,Director of Data Science & Analytics
98,Reperio Inc.,"Phd, ms, physics, computer engineering, computer science, statistics, analytics, mit, massachusetts institute of technology, carnegie mellon, dartmouth,...",160000.0,http://www.indeed.com/rc/clk?jk=d68e2427a1e5b13e&fccid=0859df354dd6e9fd,"New York, NY 10285 (Battery Park area)",14 days ago,,,"CTO / Chief Scientist / VP, Software Engineering"
99,"Amazon Services, LLC","The position will lead a team of highly capable marketing managers, product managers and data scientists as we rebuild and expand Amazon's Paid Search...",160000.0,http://www.indeed.com/rc/clk?jk=9c37ef283aa6816a&fccid=fe2d21eef233e94a,"Seattle, WA",18 days ago,,,"Sr. Product Manager, Technical"
100,Jobspring Partners,The software uses machine learning to mine data that detects patterns of fraud early on in the process....,160000.0,http://www.indeed.com/rc/clk?jk=16fa03c7da30606f&fccid=4a2d2fbadf14d480,"San Francisco, CA",14 days ago,150000.0,180000.0,Senior Java Engineer - Machine learning software
101,Credit Karma,"The team works closely with our data scientists, analysts, and product managers to determine the best ways to expose our massive amounts of data for mining in...",160000.0,http://www.indeed.com/rc/clk?jk=ea2e465d22ec5676&fccid=18a0fc6503dc7b4e,"San Francisco, CA",17 days ago,,,Director of Data Engineering
102,HERO.Jobs,"Build big data, machine learning applications that live in the cloud. Develop machine learning applications built to scale that process huge amounts of data....",160000.0,http://www.indeed.com/cmp/HERO.Jobs/jobs/Machine-Learning-Engineer-f3a694b37d1999bb?r=1&fccid=44537e64798da581,"Seattle, WA",25 days ago,160000.0,,"Machine Learning Engineer - Big Data, Python, R"
103,Optiver,Data Scientists and Quantitative Researchers. Optiver is looking for Data Scientists and Quantitative Researchers to join our Chicago Office....,160000.0,http://www.indeed.com/rc/clk?jk=dfa37ba3b0f7904e&fccid=8ef4fa42d160b676,"Chicago, IL",25 days ago,,,Data Scientists and Quantitative Researchers
104,NBA,Deep bench and experience in leading data scientists and modelers. Experience running data intelligence practice of analytics and data science specialists....,160000.0,http://www.indeed.com/rc/clk?jk=95d2ca6db8e5c267&fccid=7623d3879fa9542a,"New York, NY",25 days ago,,,"Senior Director, Data Intelligence"
105,Selby Jennings,"Chief Data Scientist, Algorithmic Quantitative Research, Asset Management Firm, San Francisco. Data Scientist (C++/Python), Boutique Medium Frequency...",160000.0,http://www.indeed.com/rc/clk?jk=77588b4fa2eccac4&fccid=e46dcf251ad893cd,"New York, NY 10167 (Midtown area)",22 days ago,,,Senior/Lead Technology Positions
106,Jobspring Partners,The software uses machine learning to mine data that detects patterns of fraud early on in the process....,160000.0,http://www.indeed.com/rc/clk?jk=eb6f6646bb9b2d0c&fccid=4a2d2fbadf14d480,"San Francisco, CA",27 days ago,140000.0,180000.0,Senior Java Server Engineer - Machine learning
107,Net-Consultants,"Guide junior data scientists in aggregating and exploring applicant data to test statistical hypotheses. Our client, a small, early stage, high growth company...",160000.0,http://www.indeed.com/rc/clk?jk=d1ebb922c4377713&fccid=fc583c99fab638a0,"New York, NY",28 days ago,160000.0,,Lead Data Scientist
108,Capgemini,"Insights & Data. (big data, enterprise content management, data architecture, people and operational analytics, analytics-as-a-service) and....",160000.0,http://www.indeed.com/rc/clk?jk=9ac6da4943d4cb08&fccid=105ecfd0283f415f,"Chicago, IL",30+ days ago,,,Vice President - Global Digital-Analytics
109,CLEAResult,"Provides leadership and talent development for data scientists and analytics team. PhD in computer science, applied mathematics, statistics, software...",160000.0,http://www.indeed.com/rc/clk?jk=070ba98149cd96ca&fccid=9525ad1bff5f5c27,"Austin, TX",30 days ago,,,"Vice President, Advanced Analytics"
110,NIBR,"Successful collaboration with expert Neuroscience disease research scientists. In collaboration with Neuroscience scientists, identify, develop, and implement...",160000.0,http://www.indeed.com/rc/clk?jk=0ec431f1262d6f80&fccid=e3d02f970def32f7,"Cambridge, MA",30+ days ago,,,"Psychiatrist, Neuroscience Translational Medicine Expert"
111,Novartis Pharmaceuticals,"Ensure full integration of Statistical Methodology, make sure that the Clinical Data Analytics team (biometrician, data management, database programming,...",160000.0,http://www.indeed.com/rc/clk?jk=73c80b55d91b28c6&fccid=c35194d01a9e2595,"East Hanover, NJ 07936",30+ days ago,,,Associate Director Statistical Scientist
112,LT,"Our data team consists of two data analysts and three data scientists. My client a leading mobile application company located in Los Angeles, CA is looking for...",160000.0,http://www.indeed.com/company/LT/jobs/Senior-Java-Developer-5d57d18476a3684a?r=1&fccid=867f5ccabfd4ec09,"Los Angeles, CA",30+ days ago,180000.0,,Senior Java Developer
113,Los Alamos National Laboratory,"The division is comprised of scientists focused on impactful research and development in fundamental computer science, computational physics, algorithms, high...",160000.0,http://www.indeed.com/rc/clk?jk=1693e8e3f4dc865b&fccid=58c52d580682c6ce,"Los Alamos, NM",30+ days ago,121500.0,210800.0,Group Leader (R&D Manager 4)
114,Linium,"What is the opportunity? A role as a Quantitative Analyst in the Fixed Income and Currencies Team with a focus on researching, developing and implementing",160000.0,http://www.indeed.com/rc/clk?jk=5553d65da2516e5c&fccid=20b65f49f833a003,"New York, NY 10004 (Financial District area)",30+ days ago,,,Quantitative Analyst
115,SoCal Search Group,"Existing knowledge of BAC/CFC mortgage data (The W, Pysix, Lynx) and credit card data (Bacardi, SBIL). Experience with very large data sets....",160000.0,http://www.indeed.com/company/SoCal-Search-Group/jobs/Senior-Quantitative-Financial-Analyst-be05e33c5a7ee051?r=1&fccid=b4f271ebe740698b,"Westlake Village, CA",30+ days ago,160000.0,,Sr Quantitative Financial Analyst\
116,Amazon Corporate LLC,"Strong communication and data presentation skills. As a principal machine learning scientist, you guide a team of machine learning scientists about technology...",160000.0,http://www.indeed.com/rc/clk?jk=b124597db2f329bb&fccid=fe2d21eef233e94a,"Seattle, WA",30+ days ago,,,Principal Machine Learning Scientist
117,Amazon Corporate LLC,"Communication and data presentation skills. The Amazon Fashion team is looking for scientists capable of using machine learning, data mining, computer vision,...",160000.0,http://www.indeed.com/rc/clk?jk=1cb09d8582699082&fccid=fe2d21eef233e94a,"Seattle, WA",30+ days ago,,,Applied Scientist - Amazon Fashion Technology
118,Jobspring Partners,"A fast growing IoT Security company is looking for a Data Scientist and is willing to pay up to $180,000. There will be many roles filled over the next few...",160000.0,http://www.indeed.com/rc/clk?jk=a9217d60353fa79c&fccid=4a2d2fbadf14d480,"San Jose, CA 95113 (Downtown area)",30+ days ago,150000.0,180000.0,Senior Architect
119,Jobspring Partners,"They build an open source parallel distributed in-memory machine learning platform which allows customers to quickly build high-performance, sophisticated ML...",160000.0,http://www.indeed.com/rc/clk?jk=0bc1579c6e720d16&fccid=4a2d2fbadf14d480,"San Jose, CA 95113 (Downtown area)",30+ days ago,140000.0,180000.0,Senior UI Engineer - Machine Learning
120,MONSANTO,Develop the vision and strategy for the data platform and model ecosystems to help support data scientists across the company....,160000.0,http://www.indeed.com/rc/clk?jk=f4930b8bd7a23fb2&fccid=3529500887e40d15,"St. Louis, MO",30+ days ago,,,Data Science Technical Product Manager
121,DRW Trading Group,"We are looking for a Data Scientist / Quantitative Researcher to join a small, collaborative team of experienced Developers and Data Scientists....",160000.0,http://www.indeed.com/rc/clk?jk=073eb54143a6d2f6&fccid=42ccd87a2c182a30,"New York, NY",30+ days ago,,,Data Scientist / Quantitative Researcher
122,RiverRock Network,"Closely work with big data modelers and scientists. With data technologies, relational and non-relation data store solutions like *Hadoop, MySQL, Cassandra,...",160000.0,http://www.indeed.com/cmp/RiverRock-Network/jobs/Senior-Hadoop-Administrator-899047d9231a7cde?r=1&fccid=49bb8a9ff6b52577,"San Diego, CA",30+ days ago,160000.0,,Senior Hadoop Administrator
123,Selby Jennings,"Credit Research Analyst – Banks / Financials Selby Jennings’ client, a Tier One Global Bank, is looking to add a Credit Research Analyst to its New York",160000.0,http://www.indeed.com/rc/clk?jk=47fed78b021ee020&fccid=e46dcf251ad893cd,"New York, NY 10167 (Midtown area)",30+ days ago,150000.0,175000.0,Credit Research Analyst – Banks / Financials
124,Selby Jennings,Manage and grow a small team of data scientists. Develop various statistical models through data collection and data filtering that will be used by the...,160000.0,http://www.indeed.com/rc/clk?jk=8106361b6ee51437&fccid=e46dcf251ad893cd,"New York, NY 10167 (Midtown area)",30+ days ago,,,Associate/VP Data Driven Equity Researcher
125,Amazon Corporate LLC,Work with data engineers and data scientists to grow the best in class data processing and analytics platform on the planet....,160000.0,http://www.indeed.com/rc/clk?jk=2a947ec1c39cae3a&fccid=fe2d21eef233e94a,"Detroit, MI",30+ days ago,,,"Manager, Software Development"
126,"Janssen Scientific Affairs, LLC",The strategy will aim to sustain Medical Affairs leadership in this therapeutic area by identifying and addressing key stakeholders’ needs through data...,160000.0,http://www.indeed.com/rc/clk?jk=482ad562d7378d7b&fccid=fe6e242539d3a5f3,"Horsham, PA",30+ days ago,,,STRATEGIC LEAD DERMATOLOGY TAS
127,Sentient,We are seeking an exceptional Data Scientist to join our Visual Intelligence platform team and lead our data science projects....,160000.0,http://www.indeed.com/rc/clk?jk=a0cfe8877fb40e85&fccid=6787fdf50ed71fcd,"San Francisco, CA",30+ days ago,,,Senior Data Scientist - Visual Intelligence
128,Selby Jennings,Manage and grow a small team of data scientists. Develop various statistical models through data collection and data filtering that will be used by the...,160000.0,http://www.indeed.com/rc/clk?jk=bd5283d8f80af1f8&fccid=e46dcf251ad893cd,"New York, NY 10167 (Midtown area)",30+ days ago,,,VP/Director Quantitative Data Manager - Equity ETF
129,Smith Arnold Partners,"Evaluates data landscapes (silos), recommends data domain frameworks (lakes), applies advanced programming techniques to perform in depth discovery, i.e.,...",160000.0,http://www.indeed.com/rc/clk?jk=8ee6736dced281bf&fccid=d636fa6071fa7b2f,"Saddle River, NJ",30+ days ago,150000.0,170000.0,"Sr. Data Scientist - BI, Analytics, Big Data"
